k,layer_from,layer_to,is_final_transition,format,position,category,prompt_slug,jaccard,weighted_similarity,cosine_similarity,frequency_adjusted_similarity,similarity_without_output_token,delta_explained_fraction
10,35,38,true,plain,-2,factual,factual-shakespeare,0.33333333,0.29855804,0.73163253,0.28157117,0.23006481,-0.0051783323
10,35,38,true,plain,-2,multihop,multihop-cairo-continent,0.17647059,0.28355091,0.8551719,0.23181873,0.14906703,-0.00064969063
10,35,38,true,plain,-2,multihop,multihop-eiffel-capital,0.17647059,0.30130127,0.91436579,0.23429201,0.08395633,0.00034916401
10,35,38,true,plain,-2,multihop,multihop-kangaroo-hemisphere,0.66666667,0.45284881,0.91142702,0.44384016,0.43654746,-0.0041193366
10,35,38,true,plain,-2,multihop,multihop-madrid-language,0.17647059,0.29170046,0.90803909,0.23590496,0.096674284,-0.0010140538
10,35,38,true,plain,-2,multihop,multihop-sushi-currency,0.42857143,0.30458054,0.60744342,0.27814697,0.33648575,-0.00025123358
10,35,38,true,plain,-2,syntactic,syntactic-alphabet,0.33333333,0.29717743,0.60780627,0.28662156,0.18061805,0.002181828
10,35,38,true,plain,-2,syntactic,syntactic-numbered-list,0.11111111,0.27262028,0.82643431,0.20778152,0.049656941,0.0082191825
10,35,38,true,plain,-2,syntactic,syntactic-past-go,0.33333333,0.4299954,0.93102704,0.35971054,0.3230192,-8.6307526e-05
10,35,38,true,plain,-2,syntactic,syntactic-plural-child,0.42857143,0.39056433,0.93079705,0.33598383,0.25216119,0.00041979551
10,35,38,true,plain,-2,syntactic,syntactic-roses-blue,0.25,0.30087648,0.82038756,0.28576744,0.14441491,0.0013107061
10,35,38,true,plain,-1,antonym,antonym-early-late,0.53846154,0.39045693,0.89514424,0.36317468,0.36071047,-0.0067810416
10,35,38,true,plain,-1,antonym,antonym-fast-slow,0.17647059,0.20820065,0.78572236,0.1985033,0.093886286,-0.0039008856
10,35,38,true,plain,-1,antonym,antonym-north-south,0.33333333,0.30259062,0.78726767,0.27710114,0.22124483,0.0014056563
10,35,38,true,plain,-1,antonym,antonym-tall-short,0.33333333,0.28844649,0.6619548,0.26522135,0.20345818,-0.0012918711
10,35,38,true,plain,-1,antonym,antonym-victory-defeat,0.53846154,0.40219531,0.91219637,0.39374875,0.34542556,-0.0047113895
10,35,38,true,plain,-1,association,association-birthday,0.42857143,0.36046133,0.86821696,0.34931148,0.29751186,-0.0037226677
10,35,38,true,plain,-1,association,association-desert,0.33333333,0.29092919,0.81704845,0.27871153,0.23273101,-0.0097783804
10,35,38,true,plain,-1,association,association-doctor,0.42857143,0.34602215,0.83284007,0.34851323,0.30918254,-0.003411293
10,35,38,true,plain,-1,association,association-storm,0.33333333,0.34999867,0.87539366,0.34460659,0.2908885,-0.0089806914
10,35,38,true,plain,-1,association,association-violin,0.53846154,0.34235344,0.70786968,0.33313937,0.31404809,-0.0036739111
10,35,38,true,plain,-1,counting,counting-colors-three,0.33333333,0.35295124,0.78817356,0.33872359,0.26156064,0.00086259842
10,35,38,true,plain,-1,counting,counting-days-four,0.53846154,0.40294436,0.8149597,0.39516571,0.37741109,-0.0011661649
10,35,38,true,plain,-1,counting,counting-triangle-sides,0.33333333,0.4027144,0.8508843,0.36780825,0.27485946,0.0021913052
10,35,38,true,plain,-1,counting,counting-week-days,0.53846154,0.53918082,0.89703418,0.52916333,0.44962935,0.0050756335
10,35,38,true,plain,-1,factual,factual-canberra,0.42857143,0.35805111,0.83608946,0.32662024,0.26956113,-0.00776577
10,35,38,true,plain,-1,factual,factual-gold-symbol,0.25,0.24816779,0.61277675,0.22893657,0.18861165,-0.0059247613
10,35,38,true,plain,-1,factual,factual-mercury,0.25,0.2170814,0.63625043,0.2112855,0.12902706,-0.0061711669
10,35,38,true,plain,-1,factual,factual-pacific,0.42857143,0.33047667,0.6460107,0.31464911,0.24771,-0.0069189668
10,35,38,true,plain,-1,factual,factual-photosynthesis,0.25,0.31919619,0.84384277,0.27852032,0.20689556,-0.0012041926
10,35,38,true,plain,-1,factual,factual-shakespeare,0.17647059,0.243293,0.82729928,0.21506305,0.10448553,-0.0030780435
10,35,38,true,plain,-1,multihop,multihop-cairo-continent,0.11111111,0.22073815,0.73053999,0.22047602,0.087176161,-0.0015109777
10,35,38,true,plain,-1,multihop,multihop-eiffel-capital,0.25,0.32725275,0.91485431,0.32875257,0.16534319,-0.0037732124
10,35,38,true,plain,-1,multihop,multihop-kangaroo-hemisphere,0.11111111,0.097116449,0.34217811,0.090436901,0.10304779,-0.0026272535
10,35,38,true,plain,-1,multihop,multihop-madrid-language,0.25,0.21510408,0.69197103,0.21877737,0.099946558,-0.0031884313
10,35,38,true,plain,-1,multihop,multihop-sushi-currency,0.25,0.32804608,0.81121691,0.30101893,0.21180885,-9.316206e-05
10,35,38,true,plain,-1,syntactic,syntactic-alphabet,0.17647059,0.10551981,0.19785013,0.096558235,0.11843682,0.0033412576
10,35,38,true,plain,-1,syntactic,syntactic-numbered-list,0.53846154,0.34007231,0.81743947,0.33381645,0.30524482,-0.0026417375
10,35,38,true,plain,-1,syntactic,syntactic-past-go,0.17647059,0.16481448,0.37470465,0.13436499,0.18224347,0.0015029907
10,35,38,true,plain,-1,syntactic,syntactic-plural-child,0.25,0.1587259,0.30773072,0.14475005,0.17731631,0.0011801124
10,35,38,true,plain,-1,syntactic,syntactic-roses-blue,0.42857143,0.32476783,0.79729137,0.30384885,0.24768023,-0.0023294687
16,14,21,false,chat,-2,antonym,chat-antonym-early,0.034482759,0.00044072657,0.13178414,0.00029133512,0.00044072657,-0.0012357235
16,14,21,false,chat,-2,antonym,chat-antonym-north,0.066666667,0.00047140369,0.15510611,0.00033305113,0.00047140369,-0.0011882782
16,14,21,false,chat,-2,association,chat-association-desert,0.033333333,0.0003458532,0.20700629,0.00022362711,0.0003458532,-0.0011662245
16,14,21,false,chat,-2,counting,chat-counting-triangle,0.032258065,0.00043195832,0.10436619,0.00028187624,0.00043195832,-0.0012276173
16,14,21,false,chat,-2,factual,chat-factual-canberra,0.032258065,0.00039133725,0.080402992,0.00024645188,0.00039133725,-0.001301229
16,14,21,false,chat,-2,factual,chat-factual-gold,0.066666667,0.00097672336,0.19587335,0.00069358803,0.00097672336,-0.0011079311
16,14,21,false,chat,-2,multihop,chat-multihop-sushi-currency,0.032258065,0.00048033457,0.12633457,0.00031814592,0.00048033457,-0.0011795759
16,14,21,false,chat,-2,syntactic,chat-syntactic-plural-child,0.032258065,0.00051063617,0.13181852,0.00033541729,0.00051063617,-0.0011479855
16,14,21,false,chat,-1,antonym,chat-antonym-early,0.066666667,0.00083786238,0.017636052,0.00061674482,0.00083786238,-0.00040310621
16,14,21,false,chat,-1,antonym,chat-antonym-north,0,0,0,0,0,-0.00064259768
16,14,21,false,chat,-1,association,chat-association-desert,0.032258065,3.179565e-05,0.0013486359,2.6993926e-05,3.179565e-05,-0.00046086311
16,14,21,false,chat,-1,counting,chat-counting-triangle,0.032258065,0.00052434965,0.029831225,0.00036791272,0.00052434965,-0.00037389994
16,14,21,false,chat,-1,factual,chat-factual-canberra,0.032258065,0.00035704604,0.04313524,0.00029267943,0.00035704604,-0.00039690733
16,14,21,false,chat,-1,factual,chat-factual-gold,0.068965517,0.00081737222,0.1046501,0.00059725528,0.00081737222,-0.0003489852
16,14,21,false,chat,-1,multihop,chat-multihop-sushi-currency,0.032258065,0.00040612433,0.031297117,0.00027903987,0.00040612433,-0.00038796663
16,14,21,false,chat,-1,syntactic,chat-syntactic-plural-child,0.066666667,0.00091581138,0.11737042,0.00068743427,0.00091581138,-0.00039303303
16,14,21,false,plain,-2,antonym,antonym-early-late,0.14814815,0.00026768995,0.2936981,0.00025522712,0.00026768995,-0.0029334426
16,14,21,false,plain,-2,antonym,antonym-fast-slow,0,0,0,0,0,-0.0011008382
16,14,21,false,plain,-2,antonym,antonym-north-south,0.032258065,8.3518246e-05,0.085563648,9.887041e-05,8.3518246e-05,-0.00092387199
16,14,21,false,plain,-2,antonym,antonym-tall-short,0.068965517,0.00015840732,0.10133186,0.00010884825,0.00015840732,-0.00092744827
16,14,21,false,plain,-2,antonym,antonym-victory-defeat,0.14814815,0.00050505731,0.37442997,0.00046668419,0.00050505731,-0.0039759874
16,14,21,false,plain,-2,association,association-birthday,0.066666667,0.00034731724,0.35336144,0.00031430947,0.00034731724,-0.0019180179
16,14,21,false,plain,-2,association,association-desert,0,0,0,0,0,-0.0023547411
16,14,21,false,plain,-2,association,association-doctor,0.034482759,0.00021952994,0.15524272,0.00024553902,0.00021952994,-0.0011065006
16,14,21,false,plain,-2,association,association-storm,0.032258065,3.1006096e-05,0.010413188,1.6600857e-05,3.1006096e-05,-0.0025196075
16,14,21,false,plain,-2,association,association-violin,0,0,0,0,0,-0.0010226965
16,14,21,false,plain,-2,counting,counting-colors-three,0.066666667,0.00020123551,0.16707926,0.00014835217,0.00020123551,-0.0021808743
16,14,21,false,plain,-2,counting,counting-days-four,0,0,0,0,0,-0.0016018152
16,14,21,false,plain,-2,counting,counting-triangle-sides,0.10344828,0.00041329367,0.11375428,0.00036767937,0.00041329367,-0.0027673841
16,14,21,false,plain,-2,counting,counting-week-days,0.071428571,0.00021254763,0.34442702,0.00021757477,0.00021254763,-0.0030837059
16,14,21,false,plain,-2,factual,factual-canberra,0.10344828,0.0003790673,0.44575925,0.00037958725,0.0003790673,-0.0043588877
16,14,21,false,plain,-2,factual,factual-gold-symbol,0.033333333,0.00036788916,0.59756703,0.00030067357,0.00036788916,-0.0038933754
16,14,21,false,plain,-2,factual,factual-mercury,0.032258065,0.00012956297,0.12163331,9.9422036e-05,0.00012956297,-0.0022695065
16,14,21,false,plain,-2,factual,factual-pacific,0.032258065,0.00010111598,0.051929234,8.5913314e-05,0.00010111598,-0.0016469955
16,14,21,false,plain,-2,factual,factual-photosynthesis,0,0,0,0,0,-0.0024024248
16,14,21,false,plain,-2,factual,factual-shakespeare,0,0,0,0,0,-0.0030177236
16,14,21,false,plain,-2,multihop,multihop-cairo-continent,0.10344828,0.00043209621,0.038620807,0.00045889195,0.00043209621,-0.0029132366
16,14,21,false,plain,-2,multihop,multihop-eiffel-capital,0.071428571,0.00027700338,0.26145829,0.00020741638,0.00027700338,-0.0013645291
16,14,21,false,plain,-2,multihop,multihop-kangaroo-hemisphere,0.032258065,0.00020663804,0.049242964,0.0001790766,0.00020663804,-0.00079739094
16,14,21,false,plain,-2,multihop,multihop-madrid-language,0.032258065,0.00064583824,0.85231476,0.000635224,0.00064583824,-0.0026934743
16,14,21,false,plain,-2,multihop,multihop-sushi-currency,0,0,0,0,0,-0.0011652708
16,14,21,false,plain,-2,syntactic,syntactic-alphabet,0,0,0,0,0,-0.00069522858
16,14,21,false,plain,-2,syntactic,syntactic-numbered-list,0,0,0,0,0,-0.00064080954
16,14,21,false,plain,-2,syntactic,syntactic-past-go,0.033333333,0.00022316951,0.038059104,0.00014692718,0.00022316951,-0.00079077482
16,14,21,false,plain,-2,syntactic,syntactic-plural-child,0.033333333,8.5167104e-05,0.055988661,6.1307497e-05,8.5167104e-05,-0.00070524216
16,14,21,false,plain,-2,syntactic,syntactic-roses-blue,0.033333333,8.497237e-05,0.079298374,8.0407968e-05,8.497237e-05,-0.0040132403
16,14,21,false,plain,-1,antonym,antonym-early-late,0,0,0,0,0,-0.00068944693
16,14,21,false,plain,-1,antonym,antonym-fast-slow,0.034482759,9.3055271e-05,0.042618177,9.7227937e-05,9.3055271e-05,-0.0010744929
16,14,21,false,plain,-1,antonym,antonym-north-south,0.033333333,0.00020855716,0.23377306,0.0002082562,0.00020855716,-0.0010605454
16,14,21,false,plain,-1,antonym,antonym-tall-short,0.068965517,0.00018303233,0.10287458,0.00018531669,0.00018303233,-0.0010764003
16,14,21,false,plain,-1,antonym,antonym-victory-defeat,0.032258065,9.5083285e-05,0.11625899,0.00010111907,9.5094968e-05,-0.0011805296
16,14,21,false,plain,-1,association,association-birthday,0.034482759,4.1296673e-05,0.035179114,3.6353701e-05,4.1296673e-05,-0.0024214387
16,14,21,false,plain,-1,association,association-desert,0.18518519,0.00030292379,0.41990308,0.00028775909,0.00025996957,-0.004597187
16,14,21,false,plain,-1,association,association-doctor,0.033333333,0.00021037576,0.030446779,0.00023079333,0.00021037576,-0.00064510107
16,14,21,false,plain,-1,association,association-storm,0.14814815,0.00027013628,0.36657485,0.00022465531,0.00029815663,-0.0047120452
16,14,21,false,plain,-1,association,association-violin,0,0,0,0,0,-0.0020318031
16,14,21,false,plain,-1,counting,counting-colors-three,0.033333333,0.00012901785,0.029461662,8.3237216e-05,0.00012901785,-0.0019813776
16,14,21,false,plain,-1,counting,counting-days-four,0,0,0,0,0,-0.0012866259
16,14,21,false,plain,-1,counting,counting-triangle-sides,0.032258065,0.000164109,0.080811963,0.0001219945,0.000164109,-0.0011988878
16,14,21,false,plain,-1,counting,counting-week-days,0,0,0,0,0,-0.001316011
16,14,21,false,plain,-1,factual,factual-canberra,0.10344828,0.00024974563,0.40942255,0.00023751353,0.00015559169,-0.0031887889
16,14,21,false,plain,-1,factual,factual-gold-symbol,0,0,0,0,0,-0.0013622642
16,14,21,false,plain,-1,factual,factual-mercury,0,0,0,0,0,-0.0017132759
16,14,21,false,plain,-1,factual,factual-pacific,0,0,0,0,0,-0.003962636
16,14,21,false,plain,-1,factual,factual-photosynthesis,0.032258065,9.285801e-05,0.091831894,5.6021091e-05,9.285801e-05,-0.001285851
16,14,21,false,plain,-1,factual,factual-shakespeare,0.066666667,0.00015794989,0.042025349,0.00013648349,0.00018516232,-0.0040006638
16,14,21,false,plain,-1,multihop,multihop-cairo-continent,0.071428571,0.00016897199,0.12284535,0.00016741968,0.00018879666,-0.00076568127
16,14,21,false,plain,-1,multihop,multihop-eiffel-capital,0.032258065,0.00011437571,0.040701129,0.00012117925,0.00011437571,-0.0016712546
16,14,21,false,plain,-1,multihop,multihop-kangaroo-hemisphere,0,0,0,0,0,-0.0010682344
16,14,21,false,plain,-1,multihop,multihop-madrid-language,0,0,0,0,0,-0.0012765527
16,14,21,false,plain,-1,multihop,multihop-sushi-currency,0.032258065,0.00015329747,0.43943268,0.00013895011,0.00015329747,-0.0038971305
16,14,21,false,plain,-1,syntactic,syntactic-alphabet,0.034482759,0.00010134464,0.046981934,8.818167e-05,0.00010134464,-0.00083059072
16,14,21,false,plain,-1,syntactic,syntactic-numbered-list,0.032258065,4.9548705e-05,0.034107623,4.7541359e-05,4.9548705e-05,-0.0030531883
16,14,21,false,plain,-1,syntactic,syntactic-past-go,0.033333333,0.00027618,0.17558993,0.00019267414,0.00027618,-0.00089913607
16,14,21,false,plain,-1,syntactic,syntactic-plural-child,0.032258065,0.00039031185,0.36349974,0.00026618707,0.00039031185,-0.001080811
16,14,21,false,plain,-1,syntactic,syntactic-roses-blue,0,0,0,0,0,-0.0023081899
16,21,28,false,chat,-2,antonym,chat-antonym-early,0,0,0,0,0,0.0040920377
16,21,28,false,chat,-2,antonym,chat-antonym-north,0,0,0,0,0,0.0033492446
16,21,28,false,chat,-2,association,chat-association-desert,0,0,0,0,0,0.0037512779
16,21,28,false,chat,-2,counting,chat-counting-triangle,0,0,0,0,0,0.0047668815
16,21,28,false,chat,-2,factual,chat-factual-canberra,0,0,0,0,0,0.0034841299
16,21,28,false,chat,-2,factual,chat-factual-gold,0,0,0,0,0,0.0036990643
16,21,28,false,chat,-2,multihop,chat-multihop-sushi-currency,0,0,0,0,0,0.0037381053
16,21,28,false,chat,-2,syntactic,chat-syntactic-plural-child,0,0,0,0,0,0.0041918159
16,21,28,false,chat,-1,antonym,chat-antonym-early,0,0,0,0,0,0.0048161149
16,21,28,false,chat,-1,antonym,chat-antonym-north,0,0,0,0,0,0.0044239163
16,21,28,false,chat,-1,association,chat-association-desert,0.032258065,2.7154933e-05,0.03133793,3.0090986e-05,2.7154933e-05,0.0044478178
16,21,28,false,chat,-1,counting,chat-counting-triangle,0,0,0,0,0,0.0060040951
16,21,28,false,chat,-1,factual,chat-factual-canberra,0.066666667,0.00011973729,0.048989169,8.7655487e-05,0.00011973729,0.0054244399
16,21,28,false,chat,-1,factual,chat-factual-gold,0,0,0,0,0,0.0045898557
16,21,28,false,chat,-1,multihop,chat-multihop-sushi-currency,0,0,0,0,0,0.0047548413
16,21,28,false,chat,-1,syntactic,chat-syntactic-plural-child,0.032258065,7.8818886e-06,0.0085250378,5.0398726e-06,7.8818886e-06,0.0049286485
16,21,28,false,plain,-2,antonym,antonym-early-late,0,0,0,0,0,0.0086680651
16,21,28,false,plain,-2,antonym,antonym-fast-slow,0,0,0,0,0,0.005906105
16,21,28,false,plain,-2,antonym,antonym-north-south,0,0,0,0,0,0.0060953498
16,21,28,false,plain,-2,antonym,antonym-tall-short,0,0,0,0,0,0.0063152313
16,21,28,false,plain,-2,antonym,antonym-victory-defeat,0,0,0,0,0,0.0068127513
16,21,28,false,plain,-2,association,association-birthday,0,0,0,0,0,0.0064991713
16,21,28,false,plain,-2,association,association-desert,0,0,0,0,0,0.009500742
16,21,28,false,plain,-2,association,association-doctor,0,0,0,0,0,0.0090386271
16,21,28,false,plain,-2,association,association-storm,0,0,0,0,0,0.0069960356
16,21,28,false,plain,-2,association,association-violin,0,0,0,0,0,0.0085906982
16,21,28,false,plain,-2,counting,counting-colors-three,0,0,0,0,0,0.0070453286
16,21,28,false,plain,-2,counting,counting-days-four,0,0,0,0,0,0.0095592737
16,21,28,false,plain,-2,counting,counting-triangle-sides,0,0,0,0,0,0.0079001784
16,21,28,false,plain,-2,counting,counting-week-days,0,0,0,0,0,0.0077447295
16,21,28,false,plain,-2,factual,factual-canberra,0.032258065,0.00013595302,0.090853985,0.00010827347,0.00013595302,0.0082556009
16,21,28,false,plain,-2,factual,factual-gold-symbol,0,0,0,0,0,0.0058385134
16,21,28,false,plain,-2,factual,factual-mercury,0,0,0,0,0,0.0084164143
16,21,28,false,plain,-2,factual,factual-pacific,0,0,0,0,0,0.0077747107
16,21,28,false,plain,-2,factual,factual-photosynthesis,0,0,0,0,0,0.011614501
16,21,28,false,plain,-2,factual,factual-shakespeare,0.068965517,0.00014528861,0.20001483,0.00013354665,0.00014528861,0.011983514
16,21,28,false,plain,-2,multihop,multihop-cairo-continent,0,0,0,0,0,0.0083736777
16,21,28,false,plain,-2,multihop,multihop-eiffel-capital,0,0,0,0,0,0.0078738332
16,21,28,false,plain,-2,multihop,multihop-kangaroo-hemisphere,0,0,0,0,0,0.0071681738
16,21,28,false,plain,-2,multihop,multihop-madrid-language,0,0,0,0,0,0.007714808
16,21,28,false,plain,-2,multihop,multihop-sushi-currency,0,0,0,0,0,0.0069308281
16,21,28,false,plain,-2,syntactic,syntactic-alphabet,0,0,0,0,0,0.0085601211
16,21,28,false,plain,-2,syntactic,syntactic-numbered-list,0,0,0,0,0,0.0061498284
16,21,28,false,plain,-2,syntactic,syntactic-past-go,0.032258065,2.6084076e-05,0.01588897,3.4839774e-05,2.6084076e-05,0.0090119839
16,21,28,false,plain,-2,syntactic,syntactic-plural-child,0,0,0,0,0,0.0079441667
16,21,28,false,plain,-2,syntactic,syntactic-roses-blue,0,0,0,0,0,0.0058097839
16,21,28,false,plain,-1,antonym,antonym-early-late,0,0,0,0,0,0.0097375512
16,21,28,false,plain,-1,antonym,antonym-fast-slow,0.033333333,7.3008688e-05,0.20075972,4.3033525e-05,7.3008688e-05,0.013212919
16,21,28,false,plain,-1,antonym,antonym-north-south,0.068965517,0.00016169895,0.27864747,0.00013888625,0.00016169895,0.011487782
16,21,28,false,plain,-1,antonym,antonym-tall-short,0.032258065,2.3501655e-05,0.048808949,1.4301294e-05,2.3501655e-05,0.011245668
16,21,28,false,plain,-1,antonym,antonym-victory-defeat,0.032258065,5.5201475e-05,0.053818806,3.040968e-05,5.5204434e-05,0.013951063
16,21,28,false,plain,-1,association,association-birthday,0.068965517,0.00015769242,0.025504746,0.00013046974,0.0002097903,0.0093187094
16,21,28,false,plain,-1,association,association-desert,0,0,0,0,0,0.0077857375
16,21,28,false,plain,-1,association,association-doctor,0,0,0,0,0,0.0069328547
16,21,28,false,plain,-1,association,association-storm,0.033333333,5.6709678e-05,0.020429718,5.4144444e-05,8.0012936e-05,0.0062735677
16,21,28,false,plain,-1,association,association-violin,0,0,0,0,0,0.010240018
16,21,28,false,plain,-1,counting,counting-colors-three,0,0,0,0,0,0.0098313093
16,21,28,false,plain,-1,counting,counting-days-four,0.032258065,8.547397e-05,0.021439465,6.3694635e-05,8.547397e-05,0.0094179511
16,21,28,false,plain,-1,counting,counting-triangle-sides,0,0,0,0,0,0.011404395
16,21,28,false,plain,-1,counting,counting-week-days,0,0,0,0,0,0.010477424
16,21,28,false,plain,-1,factual,factual-canberra,0,0,0,0,0,0.0096508861
16,21,28,false,plain,-1,factual,factual-gold-symbol,0.032258065,1.9605013e-06,0.00071370818,1.4135725e-06,1.9605013e-06,0.0095397234
16,21,28,false,plain,-1,factual,factual-mercury,0,0,0,0,0,0.010258913
16,21,28,false,plain,-1,factual,factual-pacific,0,0,0,0,0,0.0090410113
16,21,28,false,plain,-1,factual,factual-photosynthesis,0,0,0,0,0,0.010153115
16,21,28,false,plain,-1,factual,factual-shakespeare,0,0,0,0,0,0.0092169642
16,21,28,false,plain,-1,multihop,multihop-cairo-continent,0,0,0,0,0,0.0068047047
16,21,28,false,plain,-1,multihop,multihop-eiffel-capital,0,0,0,0,0,0.0078312755
16,21,28,false,plain,-1,multihop,multihop-kangaroo-hemisphere,0,0,0,0,0,0.0097442269
16,21,28,false,plain,-1,multihop,multihop-madrid-language,0,0,0,0,0,0.0073768497
16,21,28,false,plain,-1,multihop,multihop-sushi-currency,0.066666667,0.00017181389,0.06266683,0.00014983876,0.00017181389,0.010014236
16,21,28,false,plain,-1,syntactic,syntactic-alphabet,0,0,0,0,0,0.007918179
16,21,28,false,plain,-1,syntactic,syntactic-numbered-list,0.032258065,0.00015805973,0.46556741,0.000163667,0.00015805973,0.0078778267
16,21,28,false,plain,-1,syntactic,syntactic-past-go,0,0,0,0,0,0.009483099
16,21,28,false,plain,-1,syntactic,syntactic-plural-child,0,0,0,0,0,0.0085998774
16,21,28,false,plain,-1,syntactic,syntactic-roses-blue,0,0,0,0,0,0.0068626404
16,28,35,false,chat,-2,antonym,chat-antonym-early,0,0,0,0,0,0.015822768
16,28,35,false,chat,-2,antonym,chat-antonym-north,0,0,0,0,0,0.011846244
16,28,35,false,chat,-2,association,chat-association-desert,0.032258065,0.013633546,0.01885388,0.011445658,0.013633546,0.017500162
16,28,35,false,chat,-2,counting,chat-counting-triangle,0.066666667,0.059403503,0.20846474,0.061931444,0.059403503,0.0051394105
16,28,35,false,chat,-2,factual,chat-factual-canberra,0,0,0,0,0,0.021691084
16,28,35,false,chat,-2,factual,chat-factual-gold,0,0,0,0,0,0.009293437
16,28,35,false,chat,-2,multihop,chat-multihop-sushi-currency,0,0,0,0,0,0.0086695552
16,28,35,false,chat,-2,syntactic,chat-syntactic-plural-child,0,0,0,0,0,0.010161102
16,28,35,false,chat,-1,antonym,chat-antonym-early,0,0,0,0,0,0.013303518
16,28,35,false,chat,-1,antonym,chat-antonym-north,0,0,0,0,0,0.0060819387
16,28,35,false,chat,-1,association,chat-association-desert,0.032258065,0.015974977,0.030957531,0.01332165,0.015974977,0.011196136
16,28,35,false,chat,-1,counting,chat-counting-triangle,0.10344828,0.072904983,0.18857484,0.070068835,0.072904983,0.00090432167
16,28,35,false,chat,-1,factual,chat-factual-canberra,0,0,0,0,0,0.0154773
16,28,35,false,chat,-1,factual,chat-factual-gold,0,0,0,0,0,0.0084339976
16,28,35,false,chat,-1,multihop,chat-multihop-sushi-currency,0,0,0,0,0,0.0047492981
16,28,35,false,chat,-1,syntactic,chat-syntactic-plural-child,0,0,0,0,0,0.0062135458
16,28,35,false,plain,-2,antonym,antonym-early-late,0.032258065,0.0034098325,0.0031236116,0.0025932791,0.0038228132,0.007574141
16,28,35,false,plain,-2,antonym,antonym-fast-slow,0,0,0,0,0,0.008562088
16,28,35,false,plain,-2,antonym,antonym-north-south,0,0,0,0,0,0.010188162
16,28,35,false,plain,-2,antonym,antonym-tall-short,0.032258065,0.02152165,0.024742257,0.012852313,0.025145556,0.0096486807
16,28,35,false,plain,-2,antonym,antonym-victory-defeat,0.032258065,0.040922839,0.088342445,0.034976783,0.050083152,0.0099717975
16,28,35,false,plain,-2,association,association-birthday,0,0,0,0,0,0.010722458
16,28,35,false,plain,-2,association,association-desert,0.032258065,0.009076087,0.0087588724,0.0077617436,0.0094114054,0.01358217
16,28,35,false,plain,-2,association,association-doctor,0,0,0,0,0,0.01438427
16,28,35,false,plain,-2,association,association-storm,0,0,0,0,0,0.020112753
16,28,35,false,plain,-2,association,association-violin,0.066666667,0.069299747,0.1762194,0.059438465,0.07175394,0.0076276064
16,28,35,false,plain,-2,counting,counting-colors-three,0.032258065,0.019321545,0.03083837,0.019920786,0.022503432,0.013782799
16,28,35,false,plain,-2,counting,counting-days-four,0,0,0,0,0,0.01475352
16,28,35,false,plain,-2,counting,counting-triangle-sides,0.032258065,0.0096870479,0.0089140338,0.0079245584,0.011585503,0.012251318
16,28,35,false,plain,-2,counting,counting-week-days,0,0,0,0,0,0.012344897
16,28,35,false,plain,-2,factual,factual-canberra,0,0,0,0,0,0.011943519
16,28,35,false,plain,-2,factual,factual-gold-symbol,0.068965517,0.080582958,0.13894055,0.070543371,0.10361973,0.009947896
16,28,35,false,plain,-2,factual,factual-mercury,0,0,0,0,0,0.011458039
16,28,35,false,plain,-2,factual,factual-pacific,0,0,0,0,0,0.0063287616
16,28,35,false,plain,-2,factual,factual-photosynthesis,0.033333333,0.11710112,0.43642553,0.0946297,0,0.0093622804
16,28,35,false,plain,-2,factual,factual-shakespeare,0.033333333,0.027162162,0.07529799,0.024918641,0.028303735,0.0067250729
16,28,35,false,plain,-2,multihop,multihop-cairo-continent,0,0,0,0,0,0.011981726
16,28,35,false,plain,-2,multihop,multihop-eiffel-capital,0,0,0,0,0,0.012399554
16,28,35,false,plain,-2,multihop,multihop-kangaroo-hemisphere,0.032258065,0.01265724,0.040442053,0.012172,0,0.013797581
16,28,35,false,plain,-2,multihop,multihop-madrid-language,0,0,0,0,0,0.011904061
16,28,35,false,plain,-2,multihop,multihop-sushi-currency,0,0,0,0,0,0.0091000199
16,28,35,false,plain,-2,syntactic,syntactic-alphabet,0,0,0,0,0,0.0013148189
16,28,35,false,plain,-2,syntactic,syntactic-numbered-list,0.032258065,0.023775509,0.13865014,0.016109504,0,0.018080354
16,28,35,false,plain,-2,syntactic,syntactic-past-go,0.032258065,0.021019107,0.032569224,0.019403083,0.025069946,0.014278412
16,28,35,false,plain,-2,syntactic,syntactic-plural-child,0,0,0,0,0,0.013500214
16,28,35,false,plain,-2,syntactic,syntactic-roses-blue,0,0,0,0,0,0.0016052127
16,28,35,false,plain,-1,antonym,antonym-early-late,0,0,0,0,0,0.0083885193
16,28,35,false,plain,-1,antonym,antonym-fast-slow,0.032258065,0.033556142,0.10540747,0.019007563,0.039418648,0.0057236552
16,28,35,false,plain,-1,antonym,antonym-north-south,0.033333333,0.048319096,0.17658191,0.028608676,0.053817668,0.00015217066
16,28,35,false,plain,-1,antonym,antonym-tall-short,0.032258065,0.052851974,0.21401696,0.030041399,0.056995839,1.9192696e-05
16,28,35,false,plain,-1,antonym,antonym-victory-defeat,0.032258065,0.017165426,0.017918667,0.0095049578,0.020011288,0.0054049492
16,28,35,false,plain,-1,association,association-birthday,0.066666667,0.1729653,0.57746095,0.16477863,0.027008084,0.011378169
16,28,35,false,plain,-1,association,association-desert,0.032258065,0.034027155,0.042717103,0.028760323,0.036547089,0.014190018
16,28,35,false,plain,-1,association,association-doctor,0,0,0,0,0,0.010871232
